hub_a,hub_b,kind,similarity,slug_a,slug_b,title,title_a,title_b
comparisons.csv,numbers.csv,similar,0.882,s43-shudan-katsuyo-point,s43-shudan-katsuyo-check,,集団分析活用の要点（判例・ガイド）,集団分析活用の確認（判例・ガイド）
comparisons.csv,mistakes.csv,similar,0.882,s43-shudan-katsuyo-point,s43-kon-shudan-katsuyo-gokai,,集団分析活用の要点（判例・ガイド）,集団分析活用の誤認（判例・ガイド）
comparisons.csv,mistakes.csv,similar,0.882,s43-shudan-katsuyo-point,s43-kon-shudan-katsuyo-omit,,集団分析活用の要点（判例・ガイド）,集団分析活用の省略（判例・ガイド）
comparisons.csv,mistakes.csv,similar,0.882,s43-shudan-katsuyo-point,s43-kon-shudan-katsuyo-over,,集団分析活用の要点（判例・ガイド）,集団分析活用の過剰（判例・ガイド）
comparisons.csv,mistakes.csv,similar,0.882,s43-shudan-katsuyo-point,s43-kon-shudan-katsuyo-zero,,集団分析活用の要点（判例・ガイド）,集団分析活用のゼロ（判例・ガイド）
comparisons.csv,comparisons.csv,similar,0.889,s43-linecare-kyoka-taihi,s43-linecare-kyoka-tejun,,ラインケア強化の対比（判例・ガイド）,ラインケア強化の手順（判例・ガイド）
comparisons.csv,comparisons.csv,similar,0.889,s43-linecare-kyoka-taihi,s43-linecare-kyoka-unyo,,ラインケア強化の対比（判例・ガイド）,ラインケア強化の運用（判例・ガイド）
comparisons.csv,numbers.csv,similar,0.882,s43-linecare-kyoka-taihi,s38-linecare-ratio,,ラインケア強化の対比（判例・ガイド）,ラインケアの比率（判例・ガイド）
comparisons.csv,numbers.csv,similar,0.889,s43-linecare-kyoka-taihi,s43-linecare-kyoka-num,,ラインケア強化の対比（判例・ガイド）,ラインケア強化の数値（判例・ガイド）
comparisons.csv,numbers.csv,similar,0.889,s43-linecare-kyoka-taihi,s43-linecare-kyoka-meyasu,,ラインケア強化の対比（判例・ガイド）,ラインケア強化の目安（判例・ガイド）
comparisons.csv,numbers.csv,similar,0.944,s43-linecare-kyoka-taihi,s43-linecare-kyoka-ratio,,ラインケア強化の対比（判例・ガイド）,ラインケア強化の比率（判例・ガイド）
comparisons.csv,numbers.csv,similar,0.889,s43-linecare-kyoka-taihi,s43-linecare-kyoka-count,,ラインケア強化の対比（判例・ガイド）,ラインケア強化の回数（判例・ガイド）
comparisons.csv,numbers.csv,similar,0.889,s43-linecare-kyoka-taihi,s43-linecare-kyoka-haibun,,ラインケア強化の対比（判例・ガイド）,ラインケア強化の配分（判例・ガイド）
comparisons.csv,mistakes.csv,similar,0.889,s43-linecare-kyoka-taihi,s43-kon-linecare-kyoka-kon,,ラインケア強化の対比（判例・ガイド）,ラインケア強化の混同（判例・ガイド）
comparisons.csv,mistakes.csv,similar,0.889,s43-linecare-kyoka-taihi,s43-kon-linecare-kyoka-reverse,,ラインケア強化の対比（判例・ガイド）,ラインケア強化の逆転（判例・ガイド）
comparisons.csv,mistakes.csv,similar,0.889,s43-linecare-kyoka-taihi,s43-kon-linecare-kyoka-blind,,ラインケア強化の対比（判例・ガイド）,ラインケア強化の盲信（判例・ガイド）
comparisons.csv,mistakes.csv,similar,0.889,s43-linecare-kyoka-taihi,s43-kon-linecare-kyoka-skip,,ラインケア強化の対比（判例・ガイド）,ラインケア強化の放置（判例・ガイド）
comparisons.csv,comparisons.csv,similar,0.882,s43-shudan-katsuyo-kubun,s43-shudan-katsuyo-seido,,集団分析活用の区分（判例・ガイド）,集団分析活用の制度（判例・ガイド）
comparisons.csv,comparisons.csv,similar,0.882,s43-shudan-katsuyo-kubun,s43-shudan-katsuyo-hantei,,集団分析活用の区分（判例・ガイド）,集団分析活用の判定（判例・ガイド）
comparisons.csv,numbers.csv,similar,0.882,s43-shudan-katsuyo-kubun,s43-shudan-katsuyo-cycle,,集団分析活用の区分（判例・ガイド）,集団分析活用の周期（判例・ガイド）
comparisons.csv,numbers.csv,similar,0.882,s43-shudan-katsuyo-kubun,s43-shudan-katsuyo-freq,,集団分析活用の区分（判例・ガイド）,集団分析活用の頻度（判例・ガイド）
comparisons.csv,numbers.csv,similar,0.882,s43-shudan-katsuyo-kubun,s43-shudan-katsuyo-time,,集団分析活用の区分（判例・ガイド）,集団分析活用の時間（判例・ガイド）
comparisons.csv,numbers.csv,similar,0.882,s43-shudan-katsuyo-kubun,s43-shudan-katsuyo-kijun,,集団分析活用の区分（判例・ガイド）,集団分析活用の基準（判例・ガイド）
comparisons.csv,numbers.csv,similar,0.882,s43-shudan-katsuyo-kubun,s43-shudan-katsuyo-check,,集団分析活用の区分（判例・ガイド）,集団分析活用の確認（判例・ガイド）
comparisons.csv,mistakes.csv,similar,0.882,s43-shudan-katsuyo-kubun,s43-kon-shudan-katsuyo-gokai,,集団分析活用の区分（判例・ガイド）,集団分析活用の誤認（判例・ガイド）
comparisons.csv,mistakes.csv,similar,0.882,s43-shudan-katsuyo-kubun,s43-kon-shudan-katsuyo-omit,,集団分析活用の区分（判例・ガイド）,集団分析活用の省略（判例・ガイド）
comparisons.csv,mistakes.csv,similar,0.882,s43-shudan-katsuyo-kubun,s43-kon-shudan-katsuyo-over,,集団分析活用の区分（判例・ガイド）,集団分析活用の過剰（判例・ガイド）
comparisons.csv,mistakes.csv,similar,0.882,s43-shudan-katsuyo-kubun,s43-kon-shudan-katsuyo-zero,,集団分析活用の区分（判例・ガイド）,集団分析活用のゼロ（判例・ガイド）
comparisons.csv,comparisons.csv,similar,0.889,s43-linecare-kyoka-tejun,s43-linecare-kyoka-unyo,,ラインケア強化の手順（判例・ガイド）,ラインケア強化の運用（判例・ガイド）
comparisons.csv,numbers.csv,similar,0.889,s43-linecare-kyoka-tejun,s43-linecare-kyoka-num,,ラインケア強化の手順（判例・ガイド）,ラインケア強化の数値（判例・ガイド）
comparisons.csv,numbers.csv,similar,0.889,s43-linecare-kyoka-tejun,s43-linecare-kyoka-meyasu,,ラインケア強化の手順（判例・ガイド）,ラインケア強化の目安（判例・ガイド）
comparisons.csv,numbers.csv,similar,0.889,s43-linecare-kyoka-tejun,s43-linecare-kyoka-ratio,,ラインケア強化の手順（判例・ガイド）,ラインケア強化の比率（判例・ガイド）
comparisons.csv,numbers.csv,similar,0.889,s43-linecare-kyoka-tejun,s43-linecare-kyoka-count,,ラインケア強化の手順（判例・ガイド）,ラインケア強化の回数（判例・ガイド）
comparisons.csv,numbers.csv,similar,0.889,s43-linecare-kyoka-tejun,s43-linecare-kyoka-haibun,,ラインケア強化の手順（判例・ガイド）,ラインケア強化の配分（判例・ガイド）
comparisons.csv,mistakes.csv,similar,0.889,s43-linecare-kyoka-tejun,s43-kon-linecare-kyoka-kon,,ラインケア強化の手順（判例・ガイド）,ラインケア強化の混同（判例・ガイド）
comparisons.csv,mistakes.csv,similar,0.889,s43-linecare-kyoka-tejun,s43-kon-linecare-kyoka-reverse,,ラインケア強化の手順（判例・ガイド）,ラインケア強化の逆転（判例・ガイド）
comparisons.csv,mistakes.csv,similar,0.889,s43-linecare-kyoka-tejun,s43-kon-linecare-kyoka-blind,,ラインケア強化の手順（判例・ガイド）,ラインケア強化の盲信（判例・ガイド）
comparisons.csv,mistakes.csv,similar,0.889,s43-linecare-kyoka-tejun,s43-kon-linecare-kyoka-skip,,ラインケア強化の手順（判例・ガイド）,ラインケア強化の放置（判例・ガイド）
comparisons.csv,comparisons.csv,similar,0.882,s43-shudan-katsuyo-seido,s43-shudan-katsuyo-hantei,,集団分析活用の制度（判例・ガイド）,集団分析活用の判定（判例・ガイド）
comparisons.csv,numbers.csv,similar,0.882,s43-shudan-katsuyo-seido,s43-shudan-katsuyo-cycle,,集団分析活用の制度（判例・ガイド）,集団分析活用の周期（判例・ガイド）
comparisons.csv,numbers.csv,similar,0.941,s43-shudan-katsuyo-seido,s43-shudan-katsuyo-freq,,集団分析活用の制度（判例・ガイド）,集団分析活用の頻度（判例・ガイド）
comparisons.csv,numbers.csv,similar,0.882,s43-shudan-katsuyo-seido,s43-shudan-katsuyo-time,,集団分析活用の制度（判例・ガイド）,集団分析活用の時間（判例・ガイド）
comparisons.csv,numbers.csv,similar,0.882,s43-shudan-katsuyo-seido,s43-shudan-katsuyo-kijun,,集団分析活用の制度（判例・ガイド）,集団分析活用の基準（判例・ガイド）
comparisons.csv,numbers.csv,similar,0.882,s43-shudan-katsuyo-seido,s43-shudan-katsuyo-check,,集団分析活用の制度（判例・ガイド）,集団分析活用の確認（判例・ガイド）
comparisons.csv,mistakes.csv,similar,0.882,s43-shudan-katsuyo-seido,s43-kon-shudan-katsuyo-gokai,,集団分析活用の制度（判例・ガイド）,集団分析活用の誤認（判例・ガイド）
comparisons.csv,mistakes.csv,similar,0.882,s43-shudan-katsuyo-seido,s43-kon-shudan-katsuyo-omit,,集団分析活用の制度（判例・ガイド）,集団分析活用の省略（判例・ガイド）
comparisons.csv,mistakes.csv,similar,0.882,s43-shudan-katsuyo-seido,s43-kon-shudan-katsuyo-over,,集団分析活用の制度（判例・ガイド）,集団分析活用の過剰（判例・ガイド）
comparisons.csv,mistakes.csv,similar,0.882,s43-shudan-katsuyo-seido,s43-kon-shudan-katsuyo-zero,,集団分析活用の制度（判例・ガイド）,集団分析活用のゼロ（判例・ガイド）
comparisons.csv,numbers.csv,similar,0.889,s43-linecare-kyoka-unyo,s43-linecare-kyoka-num,,ラインケア強化の運用（判例・ガイド）,ラインケア強化の数値（判例・ガイド）
comparisons.csv,numbers.csv,similar,0.889,s43-linecare-kyoka-unyo,s43-linecare-kyoka-meyasu,,ラインケア強化の運用（判例・ガイド）,ラインケア強化の目安（判例・ガイド）
comparisons.csv,numbers.csv,similar,0.889,s43-linecare-kyoka-unyo,s43-linecare-kyoka-ratio,,ラインケア強化の運用（判例・ガイド）,ラインケア強化の比率（判例・ガイド）
comparisons.csv,numbers.csv,similar,0.889,s43-linecare-kyoka-unyo,s43-linecare-kyoka-count,,ラインケア強化の運用（判例・ガイド）,ラインケア強化の回数（判例・ガイド）
comparisons.csv,numbers.csv,similar,0.889,s43-linecare-kyoka-unyo,s43-linecare-kyoka-haibun,,ラインケア強化の運用（判例・ガイド）,ラインケア強化の配分（判例・ガイド）
comparisons.csv,mistakes.csv,similar,0.889,s43-linecare-kyoka-unyo,s43-kon-linecare-kyoka-kon,,ラインケア強化の運用（判例・ガイド）,ラインケア強化の混同（判例・ガイド）
comparisons.csv,mistakes.csv,similar,0.889,s43-linecare-kyoka-unyo,s43-kon-linecare-kyoka-reverse,,ラインケア強化の運用（判例・ガイド）,ラインケア強化の逆転（判例・ガイド）
comparisons.csv,mistakes.csv,similar,0.889,s43-linecare-kyoka-unyo,s43-kon-linecare-kyoka-blind,,ラインケア強化の運用（判例・ガイド）,ラインケア強化の盲信（判例・ガイド）
comparisons.csv,mistakes.csv,similar,0.889,s43-linecare-kyoka-unyo,s43-kon-linecare-kyoka-skip,,ラインケア強化の運用（判例・ガイド）,ラインケア強化の放置（判例・ガイド）
comparisons.csv,numbers.csv,similar,0.882,s43-shudan-katsuyo-hantei,s43-shudan-katsuyo-cycle,,集団分析活用の判定（判例・ガイド）,集団分析活用の周期（判例・ガイド）
comparisons.csv,numbers.csv,similar,0.882,s43-shudan-katsuyo-hantei,s43-shudan-katsuyo-freq,,集団分析活用の判定（判例・ガイド）,集団分析活用の頻度（判例・ガイド）
comparisons.csv,numbers.csv,similar,0.882,s43-shudan-katsuyo-hantei,s43-shudan-katsuyo-time,,集団分析活用の判定（判例・ガイド）,集団分析活用の時間（判例・ガイド）
comparisons.csv,numbers.csv,similar,0.882,s43-shudan-katsuyo-hantei,s43-shudan-katsuyo-kijun,,集団分析活用の判定（判例・ガイド）,集団分析活用の基準（判例・ガイド）
comparisons.csv,numbers.csv,similar,0.882,s43-shudan-katsuyo-hantei,s43-shudan-katsuyo-check,,集団分析活用の判定（判例・ガイド）,集団分析活用の確認（判例・ガイド）
comparisons.csv,mistakes.csv,similar,0.882,s43-shudan-katsuyo-hantei,s43-kon-shudan-katsuyo-gokai,,集団分析活用の判定（判例・ガイド）,集団分析活用の誤認（判例・ガイド）
comparisons.csv,mistakes.csv,similar,0.882,s43-shudan-katsuyo-hantei,s43-kon-shudan-katsuyo-omit,,集団分析活用の判定（判例・ガイド）,集団分析活用の省略（判例・ガイド）
comparisons.csv,mistakes.csv,similar,0.882,s43-shudan-katsuyo-hantei,s43-kon-shudan-katsuyo-over,,集団分析活用の判定（判例・ガイド）,集団分析活用の過剰（判例・ガイド）
comparisons.csv,mistakes.csv,similar,0.882,s43-shudan-katsuyo-hantei,s43-kon-shudan-katsuyo-zero,,集団分析活用の判定（判例・ガイド）,集団分析活用のゼロ（判例・ガイド）
comparisons.csv,comparisons.csv,similar,0.923,s44-kiroku-kanri-cmp,s44-kiroku-kanri-taihi,,記録管理の比較（横断総合）,記録管理の対比（横断総合）
comparisons.csv,numbers.csv,similar,0.923,s44-kiroku-kanri-cmp,s44-kiroku-kanri-ratio,,記録管理の比較（横断総合）,記録管理の比率（横断総合）
comparisons.csv,numbers.csv,similar,0.923,s44-kiroku-kanri-taihi,s44-kiroku-kanri-ratio,,記録管理の対比（横断総合）,記録管理の比率（横断総合）
comparisons.csv,numbers.csv,similar,0.923,s44-2shu-chokuzen-seido,s44-2shu-chokuzen-freq,,二種直前の制度（横断総合）,二種直前の頻度（横断総合）
numbers.csv,numbers.csv,similar,0.889,s31-harassment-response-time,s32-harassment-response,,ハラスメント初動対応の時間軸,ハラスメント初動の対応時間
numbers.csv,numbers.csv,similar,0.923,s31-harassment-response-time,s34-harassment-response,,ハラスメント初動対応の時間軸,ハラスメント初動対応時間
numbers.csv,numbers.csv,similar,0.957,s32-fukki-step,s33-fukki-step,,段階的復職のステップ目安,段階的復職ステップ目安
numbers.csv,numbers.csv,similar,0.947,s32-kyushoku-period,s34-kyushoku-period,,休職期間の管理・記録,休職期間の管理記録
numbers.csv,numbers.csv,exact,1.000,s32-shudan-cycle,s34-shudan-cycle,集団分析の実施サイクル,,
numbers.csv,numbers.csv,similar,0.880,s32-stress-implementation,s33-stress-rate,,ストレスチェック実施率の目安,ストレスチェック実施率
numbers.csv,numbers.csv,similar,0.880,s32-stress-implementation,s34-stress-implementation,,ストレスチェック実施率の目安,ストレスチェック実施率
numbers.csv,numbers.csv,similar,0.960,s32-harassment-response,s34-harassment-response,,ハラスメント初動の対応時間,ハラスメント初動対応時間
numbers.csv,numbers.csv,similar,0.947,s32-record-retention-s32,s33-record-retention,,相談記録の保存・管理,相談記録の保存管理
numbers.csv,numbers.csv,similar,0.941,s32-exam-study-weeks,s34-exam-study-weeks,,試験学習の週数配分,試験学習週数配分
numbers.csv,numbers.csv,exact,1.000,s33-stress-rate,s34-stress-implementation,ストレスチェック実施率,,
numbers.csv,numbers.csv,similar,0.923,s35-stress-num,s35-stress-count,,ストレスの数値（基礎整理）,ストレスの回数（基礎整理）
numbers.csv,mistakes.csv,similar,0.933,s35-harass-check,s35-kon-harass-gokai,,ハラスメントの確認（基礎整理）,ハラスメントの誤認（基礎整理）
numbers.csv,numbers.csv,similar,0.909,s36-mensetsu-num,s36-mensetsu-count,,面接の数値（実務連動）,面接の回数（実務連動）
numbers.csv,numbers.csv,similar,0.880,s36-mensetsu-num,s41-sangyoui-mensetsu-num,,面接の数値（実務連動）,産業医面接の数値（実務連動）
numbers.csv,numbers.csv,similar,0.880,s36-mensetsu-meyasu,s41-sangyoui-mensetsu-meyasu,,面接の目安（実務連動）,産業医面接の目安（実務連動）
numbers.csv,numbers.csv,similar,0.880,s36-mensetsu-ratio,s41-sangyoui-mensetsu-ratio,,面接の比率（実務連動）,産業医面接の比率（実務連動）
numbers.csv,numbers.csv,similar,0.880,s36-mensetsu-count,s41-sangyoui-mensetsu-count,,面接の回数（実務連動）,産業医面接の回数（実務連動）
numbers.csv,numbers.csv,similar,0.880,s36-mensetsu-haibun,s41-sangyoui-mensetsu-haibun,,面接の配分（実務連動）,産業医面接の配分（実務連動）
numbers.csv,mistakes.csv,similar,0.917,s36-sangyoui-check,s36-kon-sangyoui-gokai,,産業医の確認（実務連動）,産業医の誤認（実務連動）
numbers.csv,mistakes.csv,similar,0.889,s36-sangyoui-check,s41-kon-sangyoui-mensetsu-noconf,,産業医の確認（実務連動）,産業医面接の未確認（実務連動）
numbers.csv,numbers.csv,similar,0.909,s37-fukki-num,s37-fukki-count,,復職の数値（試験頻出）,復職の回数（試験頻出）
numbers.csv,mistakes.csv,similar,0.909,s37-kyushoku-check,s37-kon-kyushoku-gokai,,休職の確認（試験頻出）,休職の誤認（試験頻出）
numbers.csv,numbers.csv,similar,0.938,s38-linecare-num,s38-linecare-count,,ラインケアの数値（判例・ガイド）,ラインケアの回数（判例・ガイド）
numbers.csv,numbers.csv,similar,0.941,s38-linecare-num,s43-linecare-kyoka-num,,ラインケアの数値（判例・ガイド）,ラインケア強化の数値（判例・ガイド）
numbers.csv,numbers.csv,similar,0.882,s38-linecare-num,s43-linecare-kyoka-count,,ラインケアの数値（判例・ガイド）,ラインケア強化の回数（判例・ガイド）
numbers.csv,numbers.csv,similar,0.938,s38-shudan-cycle,s43-shudan-katsuyo-cycle,,集団分析の周期（判例・ガイド）,集団分析活用の周期（判例・ガイド）
numbers.csv,numbers.csv,similar,0.941,s38-linecare-meyasu,s43-linecare-kyoka-meyasu,,ラインケアの目安（判例・ガイド）,ラインケア強化の目安（判例・ガイド）
numbers.csv,numbers.csv,similar,0.938,s38-shudan-freq,s43-shudan-katsuyo-freq,,集団分析の頻度（判例・ガイド）,集団分析活用の頻度（判例・ガイド）
numbers.csv,numbers.csv,similar,0.941,s38-linecare-ratio,s43-linecare-kyoka-ratio,,ラインケアの比率（判例・ガイド）,ラインケア強化の比率（判例・ガイド）
numbers.csv,numbers.csv,similar,0.938,s38-shudan-time,s43-shudan-katsuyo-time,,集団分析の時間（判例・ガイド）,集団分析活用の時間（判例・ガイド）
numbers.csv,numbers.csv,similar,0.882,s38-linecare-count,s43-linecare-kyoka-num,,ラインケアの回数（判例・ガイド）,ラインケア強化の数値（判例・ガイド）
numbers.csv,numbers.csv,similar,0.941,s38-linecare-count,s43-linecare-kyoka-count,,ラインケアの回数（判例・ガイド）,ラインケア強化の回数（判例・ガイド）
numbers.csv,numbers.csv,similar,0.938,s38-shudan-kijun,s43-shudan-katsuyo-kijun,,集団分析の基準（判例・ガイド）,集団分析活用の基準（判例・ガイド）
numbers.csv,numbers.csv,similar,0.941,s38-linecare-haibun,s43-linecare-kyoka-haibun,,ラインケアの配分（判例・ガイド）,ラインケア強化の配分（判例・ガイド）
numbers.csv,numbers.csv,similar,0.938,s38-shudan-check,s43-shudan-katsuyo-check,,集団分析の確認（判例・ガイド）,集団分析活用の確認（判例・ガイド）
numbers.csv,mistakes.csv,similar,0.933,s38-shudan-check,s38-kon-shudan-gokai,,集団分析の確認（判例・ガイド）,集団分析の誤認（判例・ガイド）
numbers.csv,numbers.csv,similar,0.909,s39-kiroku-num,s39-kiroku-count,,記録の数値（横断総合）,記録の回数（横断総合）
numbers.csv,numbers.csv,similar,0.917,s39-kiroku-num,s44-kiroku-kanri-num,,記録の数値（横断総合）,記録管理の数値（横断総合）
numbers.csv,numbers.csv,similar,0.917,s39-kiroku-meyasu,s44-kiroku-kanri-meyasu,,記録の目安（横断総合）,記録管理の目安（横断総合）
numbers.csv,numbers.csv,similar,0.917,s39-kiroku-ratio,s44-kiroku-kanri-ratio,,記録の比率（横断総合）,記録管理の比率（横断総合）
numbers.csv,numbers.csv,similar,0.917,s39-kiroku-count,s44-kiroku-kanri-count,,記録の回数（横断総合）,記録管理の回数（横断総合）
numbers.csv,numbers.csv,similar,0.917,s39-kiroku-haibun,s44-kiroku-kanri-haibun,,記録の配分（横断総合）,記録管理の配分（横断総合）
numbers.csv,mistakes.csv,similar,0.909,s39-shiken-check,s39-kon-shiken-gokai,,試験の確認（横断総合）,試験の誤認（横断総合）
numbers.csv,numbers.csv,similar,0.933,s40-saihatsu-keikaku-num,s40-saihatsu-keikaku-count,,再発防止計画の数値（基礎整理）,再発防止計画の回数（基礎整理）
numbers.csv,mistakes.csv,similar,0.929,s40-kyufukki-shien-check,s40-kon-kyufukki-shien-gokai,,休復職支援の確認（基礎整理）,休復職支援の誤認（基礎整理）
numbers.csv,numbers.csv,similar,0.929,s41-sangyoui-mensetsu-num,s41-sangyoui-mensetsu-count,,産業医面接の数値（実務連動）,産業医面接の回数（実務連動）
numbers.csv,mistakes.csv,similar,0.933,s41-kajurodo-check,s41-kon-kajurodo-gokai,,過重労働対策の確認（実務連動）,過重労働対策の誤認（実務連動）
numbers.csv,numbers.csv,similar,0.933,s42-shokuba-kaizen-num,s42-shokuba-kaizen-count,,職場環境改善の数値（試験頻出）,職場環境改善の回数（試験頻出）
numbers.csv,numbers.csv,similar,0.882,s42-harass-taiou-cycle,s42-harass-taiou-freq,,ハラスメント対応の周期（試験頻出）,ハラスメント対応の頻度（試験頻出）
numbers.csv,numbers.csv,similar,0.882,s42-harass-taiou-cycle,s42-harass-taiou-time,,ハラスメント対応の周期（試験頻出）,ハラスメント対応の時間（試験頻出）
numbers.csv,numbers.csv,similar,0.882,s42-harass-taiou-cycle,s42-harass-taiou-kijun,,ハラスメント対応の周期（試験頻出）,ハラスメント対応の基準（試験頻出）
numbers.csv,numbers.csv,similar,0.882,s42-harass-taiou-cycle,s42-harass-taiou-check,,ハラスメント対応の周期（試験頻出）,ハラスメント対応の確認（試験頻出）
numbers.csv,mistakes.csv,similar,0.882,s42-harass-taiou-cycle,s42-kon-harass-taiou-gokai,,ハラスメント対応の周期（試験頻出）,ハラスメント対応の誤認（試験頻出）
numbers.csv,mistakes.csv,similar,0.882,s42-harass-taiou-cycle,s42-kon-harass-taiou-omit,,ハラスメント対応の周期（試験頻出）,ハラスメント対応の省略（試験頻出）
numbers.csv,mistakes.csv,similar,0.882,s42-harass-taiou-cycle,s42-kon-harass-taiou-over,,ハラスメント対応の周期（試験頻出）,ハラスメント対応の過剰（試験頻出）
numbers.csv,mistakes.csv,similar,0.882,s42-harass-taiou-cycle,s42-kon-harass-taiou-zero,,ハラスメント対応の周期（試験頻出）,ハラスメント対応のゼロ（試験頻出）
numbers.csv,numbers.csv,similar,0.882,s42-harass-taiou-freq,s42-harass-taiou-time,,ハラスメント対応の頻度（試験頻出）,ハラスメント対応の時間（試験頻出）
numbers.csv,numbers.csv,similar,0.882,s42-harass-taiou-freq,s42-harass-taiou-kijun,,ハラスメント対応の頻度（試験頻出）,ハラスメント対応の基準（試験頻出）
numbers.csv,numbers.csv,similar,0.882,s42-harass-taiou-freq,s42-harass-taiou-check,,ハラスメント対応の頻度（試験頻出）,ハラスメント対応の確認（試験頻出）
numbers.csv,mistakes.csv,similar,0.882,s42-harass-taiou-freq,s42-kon-harass-taiou-gokai,,ハラスメント対応の頻度（試験頻出）,ハラスメント対応の誤認（試験頻出）
numbers.csv,mistakes.csv,similar,0.882,s42-harass-taiou-freq,s42-kon-harass-taiou-omit,,ハラスメント対応の頻度（試験頻出）,ハラスメント対応の省略（試験頻出）
numbers.csv,mistakes.csv,similar,0.882,s42-harass-taiou-freq,s42-kon-harass-taiou-over,,ハラスメント対応の頻度（試験頻出）,ハラスメント対応の過剰（試験頻出）
numbers.csv,mistakes.csv,similar,0.882,s42-harass-taiou-freq,s42-kon-harass-taiou-zero,,ハラスメント対応の頻度（試験頻出）,ハラスメント対応のゼロ（試験頻出）
numbers.csv,numbers.csv,similar,0.882,s42-harass-taiou-time,s42-harass-taiou-kijun,,ハラスメント対応の時間（試験頻出）,ハラスメント対応の基準（試験頻出）
numbers.csv,numbers.csv,similar,0.882,s42-harass-taiou-time,s42-harass-taiou-check,,ハラスメント対応の時間（試験頻出）,ハラスメント対応の確認（試験頻出）
numbers.csv,mistakes.csv,similar,0.882,s42-harass-taiou-time,s42-kon-harass-taiou-gokai,,ハラスメント対応の時間（試験頻出）,ハラスメント対応の誤認（試験頻出）
numbers.csv,mistakes.csv,similar,0.882,s42-harass-taiou-time,s42-kon-harass-taiou-omit,,ハラスメント対応の時間（試験頻出）,ハラスメント対応の省略（試験頻出）
numbers.csv,mistakes.csv,similar,0.882,s42-harass-taiou-time,s42-kon-harass-taiou-over,,ハラスメント対応の時間（試験頻出）,ハラスメント対応の過剰（試験頻出）
numbers.csv,mistakes.csv,similar,0.882,s42-harass-taiou-time,s42-kon-harass-taiou-zero,,ハラスメント対応の時間（試験頻出）,ハラスメント対応のゼロ（試験頻出）
numbers.csv,numbers.csv,similar,0.882,s42-harass-taiou-kijun,s42-harass-taiou-check,,ハラスメント対応の基準（試験頻出）,ハラスメント対応の確認（試験頻出）
numbers.csv,mistakes.csv,similar,0.882,s42-harass-taiou-kijun,s42-kon-harass-taiou-gokai,,ハラスメント対応の基準（試験頻出）,ハラスメント対応の誤認（試験頻出）
numbers.csv,mistakes.csv,similar,0.882,s42-harass-taiou-kijun,s42-kon-harass-taiou-omit,,ハラスメント対応の基準（試験頻出）,ハラスメント対応の省略（試験頻出）
numbers.csv,mistakes.csv,similar,0.882,s42-harass-taiou-kijun,s42-kon-harass-taiou-over,,ハラスメント対応の基準（試験頻出）,ハラスメント対応の過剰（試験頻出）
numbers.csv,mistakes.csv,similar,0.882,s42-harass-taiou-kijun,s42-kon-harass-taiou-zero,,ハラスメント対応の基準（試験頻出）,ハラスメント対応のゼロ（試験頻出）
numbers.csv,mistakes.csv,similar,0.941,s42-harass-taiou-check,s42-kon-harass-taiou-gokai,,ハラスメント対応の確認（試験頻出）,ハラスメント対応の誤認（試験頻出）
numbers.csv,mistakes.csv,similar,0.882,s42-harass-taiou-check,s42-kon-harass-taiou-omit,,ハラスメント対応の確認（試験頻出）,ハラスメント対応の省略（試験頻出）
numbers.csv,mistakes.csv,similar,0.882,s42-harass-taiou-check,s42-kon-harass-taiou-over,,ハラスメント対応の確認（試験頻出）,ハラスメント対応の過剰（試験頻出）
numbers.csv,mistakes.csv,similar,0.882,s42-harass-taiou-check,s42-kon-harass-taiou-zero,,ハラスメント対応の確認（試験頻出）,ハラスメント対応のゼロ（試験頻出）
numbers.csv,numbers.csv,similar,0.889,s43-linecare-kyoka-num,s43-linecare-kyoka-meyasu,,ラインケア強化の数値（判例・ガイド）,ラインケア強化の目安（判例・ガイド）
numbers.csv,numbers.csv,similar,0.889,s43-linecare-kyoka-num,s43-linecare-kyoka-ratio,,ラインケア強化の数値（判例・ガイド）,ラインケア強化の比率（判例・ガイド）
numbers.csv,numbers.csv,similar,0.944,s43-linecare-kyoka-num,s43-linecare-kyoka-count,,ラインケア強化の数値（判例・ガイド）,ラインケア強化の回数（判例・ガイド）
numbers.csv,numbers.csv,similar,0.889,s43-linecare-kyoka-num,s43-linecare-kyoka-haibun,,ラインケア強化の数値（判例・ガイド）,ラインケア強化の配分（判例・ガイド）
numbers.csv,mistakes.csv,similar,0.889,s43-linecare-kyoka-num,s43-kon-linecare-kyoka-kon,,ラインケア強化の数値（判例・ガイド）,ラインケア強化の混同（判例・ガイド）
numbers.csv,mistakes.csv,similar,0.889,s43-linecare-kyoka-num,s43-kon-linecare-kyoka-reverse,,ラインケア強化の数値（判例・ガイド）,ラインケア強化の逆転（判例・ガイド）
numbers.csv,mistakes.csv,similar,0.889,s43-linecare-kyoka-num,s43-kon-linecare-kyoka-blind,,ラインケア強化の数値（判例・ガイド）,ラインケア強化の盲信（判例・ガイド）
numbers.csv,mistakes.csv,similar,0.889,s43-linecare-kyoka-num,s43-kon-linecare-kyoka-skip,,ラインケア強化の数値（判例・ガイド）,ラインケア強化の放置（判例・ガイド）
numbers.csv,numbers.csv,similar,0.882,s43-shudan-katsuyo-cycle,s43-shudan-katsuyo-freq,,集団分析活用の周期（判例・ガイド）,集団分析活用の頻度（判例・ガイド）
