id,question,answer,explanation,explanation_summary,explanation_correct,explanation_opposite,explanation_point,category,tags,source,note
ichi-0135,外部EAPの利用は、事業場内の産業保健スタッフへの相談が不要になることを意味する。,×,外部EAPは社内資源を代替するものではなく、補完的に機能するもの。産業保健スタッフとの連携は引き続き重要。,,,,,相談・連携・復職,第6章 / 社内外との連携が必要な理由と方法,社内外資源との連携,
ichi-0136,職場復帰支援においては、主治医・産業医・人事労務・管理監督者が連携することが重要である。,○,外部EAPは社内資源を代替するものではなく、補完的に機能するもの。産業保健スタッフとの連携は引き続き重要。,,,,,相談・連携・復職,第6章 / 社内外との連携が必要な理由と方法,社内外資源との連携,
ichi-0137,事業者による最終的な職場復帰の決定を行うステップである。,×,第1＝病気休業開始・療養、第2＝主治医による復帰可能の判断（診断書）、第3＝復帰可否判断とプラン作成、第4＝最終的な復帰決定、第5＝フォローアップ。,,,,,相談・連携・復職,第7章 / 職場復帰の流れ：ステップ１〜３,心の健康問題をもつ復職者への支援の方法,
ichi-0138,主治医による職場復帰可能の判断（診断書の提出）が行われるステップである。,○,第1＝病気休業開始・療養、第2＝主治医による復帰可能の判断（診断書）、第3＝復帰可否判断とプラン作成、第4＝最終的な復帰決定、第5＝フォローアップ。,,,,,相談・連携・復職,第7章 / 職場復帰の流れ：ステップ１〜３,心の健康問題をもつ復職者への支援の方法,
ichi-0139,職場復帰支援プランを実行するステップである。,×,第1＝病気休業開始・療養、第2＝主治医による復帰可能の判断（診断書）、第3＝復帰可否判断とプラン作成、第4＝最終的な復帰決定、第5＝フォローアップ。,,,,,相談・連携・復職,第7章 / 職場復帰の流れ：ステップ１〜３,心の健康問題をもつ復職者への支援の方法,
ichi-0140,職場復帰後のフォローアップを行うステップである。,×,第1＝病気休業開始・療養、第2＝主治医による復帰可能の判断（診断書）、第3＝復帰可否判断とプラン作成、第4＝最終的な復帰決定、第5＝フォローアップ。,,,,,相談・連携・復職,第7章 / 職場復帰の流れ：ステップ１〜３,心の健康問題をもつ復職者への支援の方法,
ichi-0141,復職直後から通常業務をこなせるよう、早期に元の業務量に戻すことが回復を促進する。,×,復職後は段階的な業務負荷、定期面談によるフォローアップが重要。再発防止には無理なく適応できる職場環境の整備が必要。管理監督者はプラン実行の中心的役割を担う。,,,,,相談・連携・復職,第7章 / 職場復帰支援で気をつけること,心の健康問題をもつ復職者への支援の方法,
ichi-0142,復職後は定期的に面談を行い、体調や業務の状況をきめ細かく確認する。,○,復職後は段階的な業務負荷、定期面談によるフォローアップが重要。再発防止には無理なく適応できる職場環境の整備が必要。管理監督者はプラン実行の中心的役割を担う。,,,,,相談・連携・復職,第7章 / 職場復帰支援で気をつけること,心の健康問題をもつ復職者への支援の方法,
ichi-0143,再発防止のため、復職後は特別扱いせず厳しく管理することが重要である。,×,復職後は段階的な業務負荷、定期面談によるフォローアップが重要。再発防止には無理なく適応できる職場環境の整備が必要。管理監督者はプラン実行の中心的役割を担う。,,,,,相談・連携・復職,第7章 / 職場復帰支援で気をつけること,心の健康問題をもつ復職者への支援の方法,
ichi-0144,職場復帰支援プランの作成は主治医の役割であり、管理監督者は関与しない。,×,復職後は段階的な業務負荷、定期面談によるフォローアップが重要。再発防止には無理なく適応できる職場環境の整備が必要。管理監督者はプラン実行の中心的役割を担う。,,,,,相談・連携・復職,第7章 / 職場復帰支援で気をつけること,心の健康問題をもつ復職者への支援の方法,
ichi-0145,治療中の労働者は、完治するまで就業させてはならない。,×,治療と仕事の両立支援は、がん・メンタルヘルス・糖尿病等の様々な疾患が対象。多職種連携が基本で、柔軟な勤務制度の活用も重要。,,,,,相談・連携・復職,第7章 / 治療しながら働き続けるための支援,心の健康問題をもつ復職者への支援の方法,
ichi-0146,両立支援においては、主治医・産業医・事業者・労働者が連携して対応することが重要である。,○,治療と仕事の両立支援は、がん・メンタルヘルス・糖尿病等の様々な疾患が対象。多職種連携が基本で、柔軟な勤務制度の活用も重要。,,,,,相談・連携・復職,第7章 / 治療しながら働き続けるための支援,心の健康問題をもつ復職者への支援の方法,
ichi-0147,時間単位の年次有給休暇や時差出勤などの制度は、両立支援には活用できない。,×,治療と仕事の両立支援は、がん・メンタルヘルス・糖尿病等の様々な疾患が対象。多職種連携が基本で、柔軟な勤務制度の活用も重要。,,,,,相談・連携・復職,第7章 / 治療しながら働き続けるための支援,心の健康問題をもつ復職者への支援の方法,
ichi-0148,がんや糖尿病などの疾患は両立支援の対象だが、メンタルヘルス疾患は対象外である。,×,治療と仕事の両立支援は、がん・メンタルヘルス・糖尿病等の様々な疾患が対象。多職種連携が基本で、柔軟な勤務制度の活用も重要。,,,,,相談・連携・復職,第7章 / 治療しながら働き続けるための支援,心の健康問題をもつ復職者への支援の方法,
ichi-0149,公法的規制とは、労働者が使用者に対して民事上の責任を追及する仕組みである。,×,公法的規制（労働安全衛生法等）は国が事業者に義務を課すもので、違反は刑事・行政罰の対象。私法的規制は民事上の責任（安全配慮義務違反による損害賠償等）。,,,,,基礎・役割,第1章 / 法的規制の枠組み（公法・私法）,メンタルヘルスケアの意義と管理監督者の役割,
ichi-0150,私法的規制とは、国が事業者に対して法律上の義務を課す仕組みである。,×,公法的規制（労働安全衛生法等）は国が事業者に義務を課すもので、違反は刑事・行政罰の対象。私法的規制は民事上の責任（安全配慮義務違反による損害賠償等）。,,,,,基礎・役割,第1章 / 法的規制の枠組み（公法・私法）,メンタルヘルスケアの意義と管理監督者の役割,
ichi-0151,労働安全衛生法は公法的規制に該当し、違反した場合は刑事罰や行政処分の対象となる。,○,公法的規制（労働安全衛生法等）は国が事業者に義務を課すもので、違反は刑事・行政罰の対象。私法的規制は民事上の責任（安全配慮義務違反による損害賠償等）。,,,,,基礎・役割,第1章 / 法的規制の枠組み（公法・私法）,メンタルヘルスケアの意義と管理監督者の役割,
ichi-0152,安全配慮義務違反に基づく損害賠償請求は、公法的規制の枠組みで行われる。,×,公法的規制（労働安全衛生法等）は国が事業者に義務を課すもので、違反は刑事・行政罰の対象。私法的規制は民事上の責任（安全配慮義務違反による損害賠償等）。,,,,,基礎・役割,第1章 / 法的規制の枠組み（公法・私法）,メンタルヘルスケアの意義と管理監督者の役割,
ichi-0153,労働者の生産性向上や職場の活性化につながる。,○,メンタルヘルスケアは生産性向上・人材定着・リスク管理・企業イメージ向上など、業績にも直結する経営上の重要課題。単なる福祉的配慮ではない。,,,,,基礎・役割,第1章 / メンタルヘルスケアが企業にもたらす意義,メンタルヘルスケアの意義と管理監督者の役割,
ichi-0154,休職・離職の防止により、人材の定着に寄与する。,○,メンタルヘルスケアは生産性向上・人材定着・リスク管理・企業イメージ向上など、業績にも直結する経営上の重要課題。単なる福祉的配慮ではない。,,,,,基礎・役割,第1章 / メンタルヘルスケアが企業にもたらす意義,メンタルヘルスケアの意義と管理監督者の役割,
ichi-0155,法的義務の履行として、安全配慮義務違反のリスクを低減できる。,○,メンタルヘルスケアは生産性向上・人材定着・リスク管理・企業イメージ向上など、業績にも直結する経営上の重要課題。単なる福祉的配慮ではない。,,,,,基礎・役割,第1章 / メンタルヘルスケアが企業にもたらす意義,メンタルヘルスケアの意義と管理監督者の役割,
ichi-0156,メンタルヘルス対策は福祉的配慮であり、企業の業績には直接関係しない。,×,メンタルヘルスケアは生産性向上・人材定着・リスク管理・企業イメージ向上など、業績にも直結する経営上の重要課題。単なる福祉的配慮ではない。,,,,,基礎・役割,第1章 / メンタルヘルスケアが企業にもたらす意義,メンタルヘルスケアの意義と管理監督者の役割,
ichi-0157,管理監督者は労働基準法上の労働時間規制の適用対象外であるため、自身の労働時間管理は不要である。,×,時間外労働の上限は原則月45時間・年360時間（労基法36条）。管理監督者も深夜業規制と健康確保措置の対象。裁量労働制適用者にも健康管理は必要。,,,,,基礎・役割,第1章 / 適切な労働時間の管理,メンタルヘルスケアの意義と管理監督者の役割,
ichi-0158,変形労働時間制を導入すれば、いかなる長時間労働も合法となる。,×,時間外労働の上限は原則月45時間・年360時間（労基法36条）。管理監督者も深夜業規制と健康確保措置の対象。裁量労働制適用者にも健康管理は必要。,,,,,基礎・役割,第1章 / 適切な労働時間の管理,メンタルヘルスケアの意義と管理監督者の役割,
ichi-0159,時間外・休日労働の上限規制として、原則月45時間・年360時間が設けられている。,○,時間外労働の上限は原則月45時間・年360時間（労基法36条）。管理監督者も深夜業規制と健康確保措置の対象。裁量労働制適用者にも健康管理は必要。,,,,,基礎・役割,第1章 / 適切な労働時間の管理,メンタルヘルスケアの意義と管理監督者の役割,
ichi-0160,裁量労働制が適用される労働者には、健康確保措置は必要ない。,×,時間外労働の上限は原則月45時間・年360時間（労基法36条）。管理監督者も深夜業規制と健康確保措置の対象。裁量労働制適用者にも健康管理は必要。,,,,,基礎・役割,第1章 / 適切な労働時間の管理,メンタルヘルスケアの意義と管理監督者の役割,
ichi-0161,メンタルヘルス不調は本人の意志の弱さや性格の問題によるものであり、精神論で克服できる。,×,メンタルヘルス不調は誰でも罹患しうる疾患であり、意志の強弱とは無関係。適切な治療・支援で回復でき、職場復帰・継続就業も可能。偏見を持たないことが重要。,,,,,基礎・役割,第2章 / 心の健康問題への正しい向き合い方,ストレスおよびメンタルヘルスに関する基礎知識,
ichi-0162,一度メンタルヘルス不調になった労働者は、再発リスクが高いため職場復帰させない方がよい。,×,メンタルヘルス不調は誰でも罹患しうる疾患であり、意志の強弱とは無関係。適切な治療・支援で回復でき、職場復帰・継続就業も可能。偏見を持たないことが重要。,,,,,基礎・役割,第2章 / 心の健康問題への正しい向き合い方,ストレスおよびメンタルヘルスに関する基礎知識,
ichi-0163,メンタルヘルス不調は誰にでも起こりうるものであり、適切な治療と支援により回復が可能である。,○,メンタルヘルス不調は誰でも罹患しうる疾患であり、意志の強弱とは無関係。適切な治療・支援で回復でき、職場復帰・継続就業も可能。偏見を持たないことが重要。,,,,,基礎・役割,第2章 / 心の健康問題への正しい向き合い方,ストレスおよびメンタルヘルスに関する基礎知識,
ichi-0164,メンタルヘルス不調の労働者は、業務能力が永続的に低下するため、重要業務から外すべきである。,×,メンタルヘルス不調は誰でも罹患しうる疾患であり、意志の強弱とは無関係。適切な治療・支援で回復でき、職場復帰・継続就業も可能。偏見を持たないことが重要。,,,,,基礎・役割,第2章 / 心の健康問題への正しい向き合い方,ストレスおよびメンタルヘルスに関する基礎知識,
ichi-0165,問題焦点型コーピングとは、ストレスを感じた際の気分転換や感情の解放を指す。,×,問題焦点型＝ストレス原因への直接的対処、情動焦点型＝感情の調整・気分転換。状況や個人の特性に応じて適切に組み合わせることが重要。コーピングスキルは学習で向上する。,,,,,職場環境・配慮,第4章 / ストレスへの対処方法,個々の労働者への配慮,
ichi-0166,情動焦点型コーピングとは、ストレスの原因そのものに働きかけて解決を図ることである。,×,問題焦点型＝ストレス原因への直接的対処、情動焦点型＝感情の調整・気分転換。状況や個人の特性に応じて適切に組み合わせることが重要。コーピングスキルは学習で向上する。,,,,,職場環境・配慮,第4章 / ストレスへの対処方法,個々の労働者への配慮,
ichi-0167,コーピングは問題焦点型と情動焦点型に大別され、状況に応じて使い分けることが効果的である。,○,問題焦点型＝ストレス原因への直接的対処、情動焦点型＝感情の調整・気分転換。状況や個人の特性に応じて適切に組み合わせることが重要。コーピングスキルは学習で向上する。,,,,,職場環境・配慮,第4章 / ストレスへの対処方法,個々の労働者への配慮,
ichi-0168,コーピングスキルは生まれつきのものであり、後天的に習得することはできない。,×,問題焦点型＝ストレス原因への直接的対処、情動焦点型＝感情の調整・気分転換。状況や個人の特性に応じて適切に組み合わせることが重要。コーピングスキルは学習で向上する。,,,,,職場環境・配慮,第4章 / ストレスへの対処方法,個々の労働者への配慮,
ichi-0169,第4ステップでは主治医が単独で最終的な職場復帰の可否を決定する。,×,第4ステップは産業医の意見を踏まえた事業者による最終決定。第5ステップは復職後の継続的なフォローアップで、状況に応じてプランの修正も行う。,,,,,相談・連携・復職,第7章 / 職場復帰の流れ：ステップ４・５とプライバシー保護,心の健康問題をもつ復職者への支援の方法,
ichi-0170,第4ステップは事業者による最終的な職場復帰の決定であり、産業医の意見を参考に行われる。,○,第4ステップは産業医の意見を踏まえた事業者による最終決定。第5ステップは復職後の継続的なフォローアップで、状況に応じてプランの修正も行う。,,,,,相談・連携・復職,第7章 / 職場復帰の流れ：ステップ４・５とプライバシー保護,心の健康問題をもつ復職者への支援の方法,
ichi-0171,第5ステップのフォローアップは、復職から1か月間のみ行えば十分である。,×,第4ステップは産業医の意見を踏まえた事業者による最終決定。第5ステップは復職後の継続的なフォローアップで、状況に応じてプランの修正も行う。,,,,,相談・連携・復職,第7章 / 職場復帰の流れ：ステップ４・５とプライバシー保護,心の健康問題をもつ復職者への支援の方法,
ichi-0172,第4・5ステップでは、職場復帰支援プランの内容を変更することはできない。,×,第4ステップは産業医の意見を踏まえた事業者による最終決定。第5ステップは復職後の継続的なフォローアップで、状況に応じてプランの修正も行う。,,,,,相談・連携・復職,第7章 / 職場復帰の流れ：ステップ４・５とプライバシー保護,心の健康問題をもつ復職者への支援の方法,
ichi-0173,治療費・入院費などの積極損害は、安全配慮義務違反に基づく損害賠償額の算定に含まれる。,○,損害賠償の対象は積極損害（治療費等）・消極損害（逸失利益）・慰謝料。使用者の事業利益は関係しない。,,,,,基礎・役割,第1章 / 労働安全衛生法と安全配慮義務,メンタルヘルスケアの意義と管理監督者の役割,
ichi-0174,休業による逸失利益は、安全配慮義務違反に基づく損害賠償額の算定に含まれる。,○,損害賠償の対象は積極損害（治療費等）・消極損害（逸失利益）・慰謝料。使用者の事業利益は関係しない。,,,,,基礎・役割,第1章 / 労働安全衛生法と安全配慮義務,メンタルヘルスケアの意義と管理監督者の役割,
ichi-0175,慰謝料は、安全配慮義務違反に基づく損害賠償額の算定に含まれる。,○,損害賠償の対象は積極損害（治療費等）・消極損害（逸失利益）・慰謝料。使用者の事業利益は関係しない。,,,,,基礎・役割,第1章 / 労働安全衛生法と安全配慮義務,メンタルヘルスケアの意義と管理監督者の役割,
ichi-0176,使用者の得た事業利益は、安全配慮義務違反に基づく損害賠償額の算定に含まれる。,×,損害賠償の対象は積極損害（治療費等）・消極損害（逸失利益）・慰謝料。使用者の事業利益は関係しない。,,,,,基礎・役割,第1章 / 労働安全衛生法と安全配慮義務,メンタルヘルスケアの意義と管理監督者の役割,
ichi-0177,安全配慮義務違反が問われうるケースとして、「労働者が通勤途中に交通事故で負傷した場合」という記述は正しい。,×,安全配慮義務違反は、使用者が予見可能な健康被害を回避する措置を怠った場合に問われる。管理監督者が過重労働を把握しながら放置したケースは典型例。,,,,,基礎・役割,第1章 / 労働安全衛生法と安全配慮義務,メンタルヘルスケアの意義と管理監督者の役割,
ichi-0178,安全配慮義務違反が問われうるケースとして、「管理監督者が部下の過重労働を把握しながら改善せず、部下がうつ病を発症した場合」という記述は正しい。,○,安全配慮義務違反は、使用者が予見可能な健康被害を回避する措置を怠った場合に問われる。管理監督者が過重労働を把握しながら放置したケースは典型例。,,,,,基礎・役割,第1章 / 労働安全衛生法と安全配慮義務,メンタルヘルスケアの意義と管理監督者の役割,
ichi-0179,安全配慮義務違反が問われうるケースとして、「労働者が業務外の個人的なトラブルにより精神的不調をきたした場合」という記述は正しい。,×,安全配慮義務違反は、使用者が予見可能な健康被害を回避する措置を怠った場合に問われる。管理監督者が過重労働を把握しながら放置したケースは典型例。,,,,,基礎・役割,第1章 / 労働安全衛生法と安全配慮義務,メンタルヘルスケアの意義と管理監督者の役割,
ichi-0180,安全配慮義務違反が問われうるケースとして、「労働者が自らの希望で時間外労働を行い、疲労を蓄積させた場合」という記述は正しい。,×,安全配慮義務違反は、使用者が予見可能な健康被害を回避する措置を怠った場合に問われる。管理監督者が過重労働を把握しながら放置したケースは典型例。,,,,,基礎・役割,第1章 / 労働安全衛生法と安全配慮義務,メンタルヘルスケアの意義と管理監督者の役割,
ichi-0181,精神障害の労災認定には、業務による強いストレスが発症の主因であることが必要であり、私的な出来事は一切考慮されない。,×,精神障害の労災認定は心理的負荷評価表を用い「強・中・弱」で判定。私的出来事も考慮される。自殺も業務起因性が認められれば労災認定される。,,,,,基礎・役割,第1章 / メンタル不調と労働災害・過重労働防止,メンタルヘルスケアの意義と管理監督者の役割,
ichi-0182,認定基準では、業務による心理的負荷の強度を「強・中・弱」の3段階で評価する。,○,精神障害の労災認定は心理的負荷評価表を用い「強・中・弱」で判定。私的出来事も考慮される。自殺も業務起因性が認められれば労災認定される。,,,,,基礎・役割,第1章 / メンタル不調と労働災害・過重労働防止,メンタルヘルスケアの意義と管理監督者の役割,
ichi-0183,自殺は労災として認定されることはない。,×,精神障害の労災認定は心理的負荷評価表を用い「強・中・弱」で判定。私的出来事も考慮される。自殺も業務起因性が認められれば労災認定される。,,,,,基礎・役割,第1章 / メンタル不調と労働災害・過重労働防止,メンタルヘルスケアの意義と管理監督者の役割,
ichi-0184,精神障害の労災認定では、発病前おおむね6か月間の業務上の出来事が評価対象となる。,○,精神障害の労災認定は心理的負荷評価表を用い「強・中・弱」で判定。私的出来事も考慮される。自殺も業務起因性が認められれば労災認定される。,,,,,基礎・役割,第1章 / メンタル不調と労働災害・過重労働防止,メンタルヘルスケアの意義と管理監督者の役割,
ichi-0185,集団分析の実施は法律で義務づけられており、実施しない場合は罰則がある。,×,集団分析は努力義務（義務ではない）。結果は職場改善に活用が望ましい。個人が特定されないよう10人未満の集団への適用は慎重に行う。,,,,,基礎・役割,第1章 / ストレスチェック制度の概要,メンタルヘルスケアの意義と管理監督者の役割,
ichi-0186,集団分析の結果は、職場環境改善のための資料として活用することが望ましい。,○,集団分析は努力義務（義務ではない）。結果は職場改善に活用が望ましい。個人が特定されないよう10人未満の集団への適用は慎重に行う。,,,,,基礎・役割,第1章 / ストレスチェック制度の概要,メンタルヘルスケアの意義と管理監督者の役割,
ichi-0187,集団分析には個人の結果をそのまま使用するため、プライバシーへの配慮は不要である。,×,集団分析は努力義務（義務ではない）。結果は職場改善に活用が望ましい。個人が特定されないよう10人未満の集団への適用は慎重に行う。,,,,,基礎・役割,第1章 / ストレスチェック制度の概要,メンタルヘルスケアの意義と管理監督者の役割,
ichi-0188,集団分析は全従業員を対象に行い、10人未満の小集団には適用できない。,×,集団分析は努力義務（義務ではない）。結果は職場改善に活用が望ましい。個人が特定されないよう10人未満の集団への適用は慎重に行う。,,,,,基礎・役割,第1章 / ストレスチェック制度の概要,メンタルヘルスケアの意義と管理監督者の役割,
ichi-0189,セクハラは男性から女性へのものに限られず、同性間や女性から男性へのものも含まれる。,○,セクハラの判断は被害者の主観も重要な要素であり、「客観的に問題ない」とは言い切れない。受け手が不快に感じれば成立しうる。,,,,,基礎・役割,第1章 / 職場のハラスメント,メンタルヘルスケアの意義と管理監督者の役割,
ichi-0190,被害者が不快と感じるかどうかにかかわらず、客観的に見て問題ない言動はセクハラにならない。,×,セクハラの判断は被害者の主観も重要な要素であり、「客観的に問題ない」とは言い切れない。受け手が不快に感じれば成立しうる。,,,,,基礎・役割,第1章 / 職場のハラスメント,メンタルヘルスケアの意義と管理監督者の役割,
ichi-0191,事業主には職場でのセクハラを防止するための雇用管理上の措置義務がある。,○,セクハラの判断は被害者の主観も重要な要素であり、「客観的に問題ない」とは言い切れない。受け手が不快に感じれば成立しうる。,,,,,基礎・役割,第1章 / 職場のハラスメント,メンタルヘルスケアの意義と管理監督者の役割,
ichi-0192,顧客や取引先からのセクハラについても、事業主は配慮が求められる。,○,セクハラの判断は被害者の主観も重要な要素であり、「客観的に問題ない」とは言い切れない。受け手が不快に感じれば成立しうる。,,,,,基礎・役割,第1章 / 職場のハラスメント,メンタルヘルスケアの意義と管理監督者の役割,
ichi-0193,精神障害による労災請求件数は近年減少傾向にある。,×,精神障害の労災請求・認定件数は増加傾向。強いストレスを感じる労働者は約6割。プレゼンティーイズムによる損失は大きく、企業経営上の重要課題。,,,,,基礎・役割,第1章 / 働く人のストレス,メンタルヘルスケアの意義と管理監督者の役割,
ichi-0194,メンタルヘルス上の理由による休職者は増加傾向にあり、職場復帰支援の重要性が高まっている。,○,精神障害の労災請求・認定件数は増加傾向。強いストレスを感じる労働者は約6割。プレゼンティーイズムによる損失は大きく、企業経営上の重要課題。,,,,,基礎・役割,第1章 / 働く人のストレス,メンタルヘルスケアの意義と管理監督者の役割,
ichi-0195,仕事による強いストレスを感じている労働者は全体の2割に満たない。,×,精神障害の労災請求・認定件数は増加傾向。強いストレスを感じる労働者は約6割。プレゼンティーイズムによる損失は大きく、企業経営上の重要課題。,,,,,基礎・役割,第1章 / 働く人のストレス,メンタルヘルスケアの意義と管理監督者の役割,
ichi-0196,メンタルヘルス不調による生産性の損失（プレゼンティーイズム）は軽微であり、経営上の問題とはならない。,×,精神障害の労災請求・認定件数は増加傾向。強いストレスを感じる労働者は約6割。プレゼンティーイズムによる損失は大きく、企業経営上の重要課題。,,,,,基礎・役割,第1章 / 働く人のストレス,メンタルヘルスケアの意義と管理監督者の役割,
ichi-0197,メンタルヘルスケアは人事部門のみの責任であり、管理監督者は関与しなくてよい。,×,メンタルヘルスケアは事業者のリーダーシップのもと、人事・産業保健スタッフ・管理監督者・労働者が一体となって組織的・計画的に推進することが重要。,,,,,基礎・役割,第1章 / 方針・計画の策定とマネジメント,メンタルヘルスケアの意義と管理監督者の役割,
ichi-0198,産業医・保健師などの産業保健スタッフは補助的な役割にとどまり、主体的な関与は不要である。,×,メンタルヘルスケアは事業者のリーダーシップのもと、人事・産業保健スタッフ・管理監督者・労働者が一体となって組織的・計画的に推進することが重要。,,,,,基礎・役割,第1章 / 方針・計画の策定とマネジメント,メンタルヘルスケアの意義と管理監督者の役割,
ichi-0199,事業者がメンタルヘルスケアの方針を表明し、全社一体で取り組む体制が重要である。,○,メンタルヘルスケアは事業者のリーダーシップのもと、人事・産業保健スタッフ・管理監督者・労働者が一体となって組織的・計画的に推進することが重要。,,,,,基礎・役割,第1章 / 方針・計画の策定とマネジメント,メンタルヘルスケアの意義と管理監督者の役割,
ichi-0200,メンタルヘルス対策は個別に対応すれば十分であり、計画的・組織的な対応は不要である。,×,メンタルヘルスケアは事業者のリーダーシップのもと、人事・産業保健スタッフ・管理監督者・労働者が一体となって組織的・計画的に推進することが重要。,,,,,基礎・役割,第1章 / 方針・計画の策定とマネジメント,メンタルヘルスケアの意義と管理監督者の役割,
ichi-0201,36協定を締結すれば、時間外労働の上限なく残業させることができる。,×,2019年施行の改正労基法により、特別条項を含めても年720時間・月100時間未満・2〜6か月平均80時間以内の上限規制が設けられた。36協定は労使協定。,,,,,基礎・役割,第1章 / 適切な労働時間の管理,メンタルヘルスケアの意義と管理監督者の役割,
ichi-0202,36協定の特別条項を適用する場合でも、年720時間の上限を超えることはできない。,○,2019年施行の改正労基法により、特別条項を含めても年720時間・月100時間未満・2〜6か月平均80時間以内の上限規制が設けられた。36協定は労使協定。,,,,,基礎・役割,第1章 / 適切な労働時間の管理,メンタルヘルスケアの意義と管理監督者の役割,
ichi-0203,36協定の締結は、使用者が単独で行えば足りる。,×,2019年施行の改正労基法により、特別条項を含めても年720時間・月100時間未満・2〜6か月平均80時間以内の上限規制が設けられた。36協定は労使協定。,,,,,基礎・役割,第1章 / 適切な労働時間の管理,メンタルヘルスケアの意義と管理監督者の役割,
ichi-0204,36協定がなければ、法定時間外労働や法定休日労働は原則として行わせることができない。,○,2019年施行の改正労基法により、特別条項を含めても年720時間・月100時間未満・2〜6か月平均80時間以内の上限規制が設けられた。36協定は労使協定。,,,,,基礎・役割,第1章 / 適切な労働時間の管理,メンタルヘルスケアの意義と管理監督者の役割,
ichi-0205,仕事の要求度が高くコントロールが低い状態は「高ストレイン」と呼ばれ、健康障害リスクが高い。,○,高要求度・低コントロールは「高ストレイン」でリスク大。高要求度・高コントロールは「アクティブ」で成長促進。後にサポートを加えた拡張モデルも提唱された。,,,,,基礎・役割,第2章 / 産業ストレス,ストレスおよびメンタルヘルスに関する基礎知識,
ichi-0206,仕事の要求度が高くコントロールも高い状態は最もストレスが大きいとされる。,×,高要求度・低コントロールは「高ストレイン」でリスク大。高要求度・高コントロールは「アクティブ」で成長促進。後にサポートを加えた拡張モデルも提唱された。,,,,,基礎・役割,第2章 / 産業ストレス,ストレスおよびメンタルヘルスに関する基礎知識,
ichi-0207,コントロールとは職場の温度・湿度などの物理的環境を指す。,×,高要求度・低コントロールは「高ストレイン」でリスク大。高要求度・高コントロールは「アクティブ」で成長促進。後にサポートを加えた拡張モデルも提唱された。,,,,,基礎・役割,第2章 / 産業ストレス,ストレスおよびメンタルヘルスに関する基礎知識,
ichi-0208,このモデルでは社会的支援（サポート）は考慮されていない。,×,高要求度・低コントロールは「高ストレイン」でリスク大。高要求度・高コントロールは「アクティブ」で成長促進。後にサポートを加えた拡張モデルも提唱された。,,,,,基礎・役割,第2章 / 産業ストレス,ストレスおよびメンタルヘルスに関する基礎知識,
ichi-0209,同じストレッサーにさらされた場合、すべての人が同じ強さのストレス反応を示す。,×,ストレス反応は心理的（不安・抑うつ等）・身体的（頭痛・不眠等）・行動的（飲酒増加・欠勤等）の3種類。個人差があり、慢性化すると疾患に発展しうる。,,,,,基礎・役割,第2章 / ストレスの基本概念と健康障害のしくみ,ストレスおよびメンタルヘルスに関する基礎知識,
ichi-0210,ストレス反応には心理的反応・身体的反応・行動的反応の3種類がある。,○,ストレス反応は心理的（不安・抑うつ等）・身体的（頭痛・不眠等）・行動的（飲酒増加・欠勤等）の3種類。個人差があり、慢性化すると疾患に発展しうる。,,,,,基礎・役割,第2章 / ストレスの基本概念と健康障害のしくみ,ストレスおよびメンタルヘルスに関する基礎知識,
ichi-0211,ストレッサーは職場の物理的環境のみを指し、人間関係は含まれない。,×,ストレス反応は心理的（不安・抑うつ等）・身体的（頭痛・不眠等）・行動的（飲酒増加・欠勤等）の3種類。個人差があり、慢性化すると疾患に発展しうる。,,,,,基礎・役割,第2章 / ストレスの基本概念と健康障害のしくみ,ストレスおよびメンタルヘルスに関する基礎知識,
ichi-0212,ストレス反応が長期間続いても、身体疾患には発展しない。,×,ストレス反応は心理的（不安・抑うつ等）・身体的（頭痛・不眠等）・行動的（飲酒増加・欠勤等）の3種類。個人差があり、慢性化すると疾患に発展しうる。,,,,,基礎・役割,第2章 / ストレスの基本概念と健康障害のしくみ,ストレスおよびメンタルヘルスに関する基礎知識,
ichi-0213,双極性障害は抑うつ状態のみが繰り返される疾患である。,×,双極性障害は躁状態と抑うつ状態が交互に出現。躁状態の特徴は気分高揚・睡眠減少・活動亢進等。治療は気分安定薬が中心。Ⅰ型は典型的な躁状態、Ⅱ型は軽躁状態。,,,,,基礎・役割,第2章 / メンタルヘルス不調とは何か,ストレスおよびメンタルヘルスに関する基礎知識,
ichi-0214,躁状態では気分が高揚し、睡眠欲求が減少し、活動性が増す。,○,双極性障害は躁状態と抑うつ状態が交互に出現。躁状態の特徴は気分高揚・睡眠減少・活動亢進等。治療は気分安定薬が中心。Ⅰ型は典型的な躁状態、Ⅱ型は軽躁状態。,,,,,基礎・役割,第2章 / メンタルヘルス不調とは何か,ストレスおよびメンタルヘルスに関する基礎知識,
ichi-0215,双極性障害の治療には抗うつ薬のみが使用される。,×,双極性障害は躁状態と抑うつ状態が交互に出現。躁状態の特徴は気分高揚・睡眠減少・活動亢進等。治療は気分安定薬が中心。Ⅰ型は典型的な躁状態、Ⅱ型は軽躁状態。,,,,,基礎・役割,第2章 / メンタルヘルス不調とは何か,ストレスおよびメンタルヘルスに関する基礎知識,
